name,DOB,weight,height,birth place,one day races,GC,TT,sprint,climber,PCS rank,UCI rank,All time rank,link,lonlat
Heinz Imboden,1962-01-04,70.0,1.78,Bleienbach,868,1207,315,954,284,1000000,1000000,1722,rider/heinz-imboden,"(7.7561202, 47.1856551)"
Clément Braz Afonso,1999-11-08,50.0,1.63,,0,24,32,4,14,993,1233,1000000,rider/clement-braz-afonso,"(None, None)"
Ethan Vernon,2000-08-26,74.0,1.88,Bedford,70,10,93,96,68,310,339,1000000,rider/ethan-vernon,"(-0.4675041, 52.1363806)"
Andrea Tafi,1966-05-07,73.0,1.87,Fucecchio,6329,655,720,3198,945,1000000,1000000,185,rider/andrea-tafi,"(10.808205, 43.729202)"
Lachlan Morton,1992-01-02,62.0,1.8,Port Macquarie,50,798,132,139,565,1000000,1000000,1000000,rider/lachlan-morton,"(152.9103525, -31.4299499)"
Michał Paluta,1995-10-04,65.0,1.74,Strzelce Krajeńskie,90,101,92,219,22,1000,1095,1000000,rider/michal-paluta,"(15.5326861, 52.8785785)"
Nils Schomber,1994-03-15,75.0,1.81,Neuss,0,6,32,62,0,1000000,1000000,1000000,rider/nils-schomber,"(6.6916476, 51.1981778)"
Jamal Hibatulah,1997-01-28,55.0,1.67,,15,40,20,85,34,2173,2129,1000000,rider/jamal-hibatulah,"(None, None)"
Domenico Pozzovivo,1982-11-30,53.0,1.65,Policoro,2432,6178,817,760,7028,103,107,488,rider/domenico-pozzovivo,"(16.6763759, 40.2104595)"
Choon Huat Goh,1990-12-14,54.0,1.7,,76,106,90,162,44,1000000,1000000,1000000,rider/choon-huat-goh,"(None, None)"
Élie Gesbert,1995-07-01,63.0,1.81,Saint-Brieuc,250,626,12,176,588,217,249,1000000,rider/elie-gesbert,"(-2.7603283, 48.5141134)"
Matteo Moschetti,1996-08-14,73.0,1.79,Milan,434,50,26,1007,127,332,420,1000000,rider/matteo-moschetti,"(9.1896346, 45.4641943)"
Adrie van der Poel,1959-06-17,70.0,1.81,Bergen op Zoom,10410,2074,1262,9670,1280,1000000,1000000,91,rider/adrie-van-der-poel,"(4.289740797263708, 51.4965864)"
Maximilian Stedman,1996-03-22,54.0,1.67,Frimley,28,180,2,116,96,1760,1686,1000000,rider/maximilian-stedman,"(-0.7353134, 51.3154908)"
Viacheslav Kuznetsov,1989-06-24,70.0,1.84,Togliatti,687,649,67,976,157,1000000,1621,1000000,rider/viacheslav-kuznetsov,"(49.407574, 53.51495)"
Anton Palzer,1993-03-11,62.0,1.78,Berchtesgaden,0,42,0,0,1,814,1152,1000000,rider/anton-palzer,"(13.0021634, 47.63108)"
Immanuel Stark,1994-10-10,67.0,1.78,Stollberg,1,68,4,36,18,565,576,1000000,rider/immanuel-stark,"(12.7762607, 50.7087734)"
Josh Burnett,2000-10-26,73.0,1.87,Invercargill,0,8,1,3,8,2414,1000000,1000000,rider/josh-burnett,"(168.3470632, -46.4118465)"
Gerben Thijssen,1998-06-21,74.0,1.74,Genk,445,21,21,816,5,158,118,1000000,rider/gerben-thijssen,"(5.5001456, 50.9654864)"
Jorge Ferrío,1976-08-24,51.0,1.59,Móstoles,285,469,98,661,361,1000000,1000000,1000000,rider/jorge-ferrio,"(-3.8649214, 40.3238525)"
Trond Larsen,1990-02-04,78.0,1.81,,5,0,40,8,0,1000000,1000000,1000000,rider/trond-larsen,"(None, None)"
Didier Rous,1970-09-18,70.0,1.82,Montauban,1813,2643,1799,2126,686,1000000,1000000,435,rider/didier-rous,"(1.3549991, 44.0175835)"
Matthew White,1974-02-22,72.0,1.81,Sydney,257,387,235,310,128,1000000,1000000,1000000,rider/matthew-white,"(151.2082848, -33.8698439)"
Stein-Erik Eriksen,1996-07-30,74.0,1.87,Oslo,10,0,52,24,0,1000000,1000000,1000000,rider/steinerik-eriksen,"(10.7389701, 59.9133301)"
Cezary Zamana,1967-11-14,74.0,1.85,Augustów,843,961,174,1773,91,1000000,1000000,1663,rider/cezary-zamana,"(22.9802357, 53.8437331)"
Arnaud Courteille,1989-03-13,62.0,1.76,Saint-Hilaire-du-Harcouët,114,207,4,111,106,1000000,1000000,1000000,rider/arnaud-courteille,"(-1.085461778865405, 48.5714837)"
Florentin Lecamus-Lambert,1999-05-13,79.0,1.88,Rennes,3,2,0,10,5,2169,2301,1000000,rider/florentin-lecamus-lambert,"(-1.6800198, 48.1113387)"
Adriano Baffi,1962-08-07,70.0,1.76,,2724,1034,1044,7796,44,1000000,1000000,213,rider/adriano-baffi,"(None, None)"
Jacob Hennessy,1996-08-10,79.0,1.91,Huntingdon,27,8,2,251,4,1000000,1000000,1000000,rider/jacob-hennessy,"(-0.1817532754858983, 52.342444150000006)"
Arthur Kluckers,2000-03-15,71.0,1.88,,1,27,6,40,10,1040,765,1000000,rider/arthur-kluckers,"(None, None)"
Jaka Primožič,1998-12-08,60.0,1.79,Škofja Loka,13,20,20,130,22,2160,2165,1000000,rider/jaka-primozic,"(14.3067474, 46.165274)"
Kaspars Ozers,1968-09-15,73.0,1.85,Tukums,171,130,60,532,3,1000000,1000000,1000000,rider/kaspars-ozers,"(23.1524528, 56.9669816)"
Ilan Van Wilder,2000-05-14,64.0,1.71,Jette,27,178,235,16,274,553,582,1000000,rider/ilan-van-wilder,"(4.3245702, 50.8759585)"
Laurens De Plus,1995-09-04,67.0,1.89, Aalst,181,770,259,23,605,915,1489,1000000,rider/laurens-de-plus,"(None, None)"
Alexandre Leonien,1999-11-07,58.0,1.83,Montélimar,0,7,0,40,1,2382,1711,1000000,rider/alexandre-leonien,"(4.750318, 44.5579391)"
Kevin Kuhn,1998-02-18,69.0,1.74,Chêne-Bougeries,0,5,0,0,0,1835,1000000,1000000,rider/kevin-kuhn,"(6.1854072, 46.1963639)"
Marco Benfatto,1988-01-06,71.0,1.81,Camposampiero,141,121,12,2591,18,1000000,1000000,1612,rider/marco-benfatto,"(11.9319294, 45.57176)"
Thierry Marichal,1973-06-13,72.0,1.79,Leuze-en-Hainaut,539,572,157,418,34,1000000,1000000,1000000,rider/thierry-marichal,"(3.627393779864556, 50.59715605)"
Fabricio Ferrari,1985-06-03,64.0,1.77,Santa Lucía,260,290,0,382,178,1000000,1000000,1000000,rider/fabricio-ferrari,"(-60.975036, 13.8250489)"
Tanel Kangert,1987-03-11,65.0,1.78,Vändra,787,2357,1441,254,1830,360,532,1425,rider/tanel-kangert,"(25.038184995593998, 58.655611)"
Julian Usano,1976-07-08,62.0,1.78,Museros,32,55,1,1,4,1000000,1000000,1000000,rider/julian-usano-martinez,"(-0.3426529, 39.5644775)"
Gorka Izagirre,1987-10-07,66.0,1.76,Ormaiztegi,1317,2194,756,341,2573,376,563,964,rider/gorka-izagirre,"(-2.254814, 43.0431256)"
Joshua Huppertz,1994-11-10,66.0,1.74,Aachen,180,15,25,274,21,563,534,1000000,rider/joshua-huppertz,"(6.083862, 50.776351)"
Brian van Goethem,1991-04-16,77.0,1.86,Sluiskil,225,50,167,244,1,1000000,1000000,1000000,rider/brian-van-goethem,"(3.8350654, 51.2779511)"
Fabio Mazzucco,1999-04-14,69.0,1.83,Conselve,31,45,8,110,14,1000000,1000000,1000000,rider/fabio-mazzucco,"(11.8740131, 45.2337438)"
Diego Rubio,1991-06-13,81.0,1.93,Navaluenga,149,364,27,226,94,2041,2858,1000000,rider/diego-rubio,"(-4.7079974, 40.4101393)"
Jeroen Meijers,1993-01-12,68.0,1.81,Tilburg,226,514,7,582,108,1380,1059,1000000,rider/jeroen-meijers,"(5.066061908648313, 51.58561875)"
Merhawi Kudus,1994-01-23,58.0,1.73,Asmara,374,1351,179,228,1123,394,248,1000000,rider/merhawi-kudus,"(38.9326763, 15.3389667)"
Carlos Canal,2001-06-28,70.0,1.79,Xinzo de Limia,30,31,22,28,86,811,1715,1000000,rider/carlos-canal,"(-7.7245498, 42.0637882)"
Arthur Blanc,1998-10-17,59.0,1.73,Albertville,0,0,25,0,0,2268,2681,1000000,rider/arthur-blanc,"(6.3925417, 45.6754622)"
Benjamin Perry,1994-03-07,71.0,1.81,St. Catharines,162,167,7,291,32,1028,1166,1000000,rider/benjamin-perry,"(-79.2441003, 43.1579812)"
Teck Kwang Calvin Sim,1989-10-14,64.0,1.64,,7,0,36,0,0,2093,2137,1000000,rider/teck-kwang-calvin-sim,"(None, None)"
Frédéric Moncassin,1968-09-26,73.0,1.82,Toulouse,2204,373,241,5976,16,1000000,1000000,507,rider/frederic-moncassin,"(1.4442469, 43.6044622)"
Hermann Pernsteiner,1990-08-07,55.0,1.68,Oberwart,194,969,47,18,908,326,426,1000000,rider/hermann-pernsteiner,"(16.2124214, 47.2861513)"
Emiel Vermeulen,1993-02-16,64.0,1.69,Torhout,512,28,0,792,2,1027,932,1000000,rider/emiel-vermeulen,"(3.091151794323812, 51.0587812)"
Lars Hohmann,2001-09-05,71.0,1.92,Oosterhout,5,0,0,16,0,1771,2075,1000000,rider/lars-hohmann,"(4.863042417836681, 51.6322376)"
David Lozano,1988-12-21,63.0,1.78,Terrassa,43,141,0,91,106,1580,1964,1000000,rider/david-lozano,"(2.0100492, 41.5629623)"
Luis Filipe Silva,1984-10-22,71.0,1.82,,0,11,8,37,2,1000000,1000000,1000000,rider/luis-filipe-albino-silva,"(None, None)"
Arvid de Kleijn,1994-03-21,68.0,1.71,Herveld,679,28,0,1366,37,294,317,1000000,rider/arvid-de-kleijn,"(5.7406415, 51.9060926)"
Kiaan Watts,2001-07-27,73.0,1.83,Tauranga,0,0,0,0,0,1000000,1000000,1000000,rider/kiaan-watts,"(176.167505, -37.6859006)"
Jean-Michel Lachance,1987-01-20,72.0,1.84,Québec,1,0,11,155,18,1629,1731,1000000,rider/jean-michel-lachance,"(-71.8258668, 52.4760892)"
Richard Arnopol,1992-05-10,61.0,1.75,Wilmette,0,2,3,0,4,1000000,1000000,1000000,rider/richard-arnopol,"(-87.7193768, 42.0757315)"
Théo Nonnez,1999-11-30,63.0,1.75,,4,8,8,21,0,1000000,1000000,1000000,rider/theo-nonnez,"(None, None)"
Veljko Stojnić,1999-02-04,73.0,1.87,Sombor,17,28,109,26,30,1176,1607,1000000,rider/veljko-stojnic,"(19.1147036, 45.7727397)"
Markus Pajur,2000-09-23,72.0,1.84,Kiili,38,2,29,72,0,1178,753,1000000,rider/markus-pajur,"(24.83993503335767, 59.30667135)"
Royner Navarro,1992-08-01,62.0,1.71,Ayacucho,53,7,44,68,14,1000000,2435,1000000,rider/royner-navarro,"(-74.0, -14.0)"
Roland Thalmann,1993-08-05,61.0,1.78,Romoos,165,263,32,95,310,493,449,1000000,rider/roland-thalmann,"(8.0282996, 47.0115225)"
Marco Canola,1988-12-26,66.0,1.8,Vicenza,1289,421,159,1770,714,468,571,1506,rider/marco-canola,"(11.40635425660249, 45.63485905)"
Georges Wadih,1978-06-13,79.0,1.78,,4,0,44,0,0,2204,1774,1000000,rider/georges-wadih,"(None, None)"
Benoît Salmon,1974-05-09,60.0,1.69,Dinan,961,1284,193,978,387,1000000,1000000,1865,rider/benoit-salmon,"(-2.047687, 48.4539775)"
Garikoitz Bravo,1989-07-31,61.0,1.74,Lazkao,255,515,35,254,230,1000000,3260,1000000,rider/garikoitz-bravo,"(-2.1861651, 43.0334542)"
Christian Müller,1982-03-01,69.0,1.84,Erfurt,18,22,392,94,32,1000000,1000000,1000000,rider/christian-muller,"(11.0287364, 50.9777974)"
Alex Hoehn,1997-12-22,63.0,1.8,Lenexa,42,163,110,142,106,1107,1009,1000000,rider/alex-hoehn,"(-94.7845837, 38.9697458)"
Rick Ottema,1992-06-25,77.0,1.89,Groningen,108,19,5,258,0,816,666,1000000,rider/rick-ottema,"(6.5680077, 53.2190652)"
Mattia Bais,1996-10-19,66.0,1.75,Rovereto,102,145,19,138,96,444,551,1000000,rider/mattia-bais,"(11.0452369, 45.886548)"
Simeon Hempsall,1969-11-20,70.0,1.76,Sheffield,16,0,0,30,0,1000000,1000000,1000000,rider/simeon-hempsall,"(-1.4702278, 53.3806626)"
Rory Townsend,1995-06-30,73.0,1.84,Kingston upon Thames,189,3,32,313,76,1147,1570,1000000,rider/rory-townsend,"(-0.3062621, 51.4096275)"
Thomas Frischknecht,1970-02-17,69.0,1.76,Uster,17,0,0,2,0,1000000,1000000,1000000,rider/thomas-frischknecht,"(8.7179221, 47.3512065)"
Peter Van Petegem,1970-01-18,70.0,1.76,Opbrakel,6662,1178,844,4042,446,1000000,1000000,231,rider/peter-van-petegem,"(3.7463234, 50.7921614)"
Moritz Backofen,1995-03-21,62.0,1.76,,0,6,10,1,7,1000000,1000000,1000000,rider/moritz-backofen,"(None, None)"
Jhonatan Restrepo,1994-11-28,73.0,1.78,Pácora,409,434,217,306,488,293,293,1000000,rider/jhonatan-restrepo,"(-75.4594449, 5.5272323)"
Elvys Noel Reyes,1995-01-27,56.0,1.63,Bronx,50,0,55,1,0,1222,1061,1000000,rider/elvis-reyes,"(-73.8785937, 40.8466508)"
Mauri Vansevenant,1999-06-01,60.0,1.75,Ostend,358,301,30,23,499,164,218,1000000,rider/mauri-vansevenant,"(2.919496, 51.2258565)"
Augusto Sánchez,1983-12-19,72.0,1.8,Barahona,4,82,186,379,6,1260,1126,1000000,rider/augusto-sanchez,"(-71.20953, 18.1714805)"
Myagmarsuren Baasankhuu,1991-04-16,62.0,1.7,,45,0,142,32,13,1748,1436,1000000,rider/myagmarsuren-baasankhuu,"(None, None)"
Gregor Mühlberger,1994-04-04,64.0,1.8,Haidershofen ,685,563,233,390,778,721,955,1000000,rider/gregor-muhlberger,"(None, None)"
Alexe Botchkov,1970-01-21,67.0,1.78,,7,3,18,0,0,1000000,1000000,1000000,rider/alexe-botchkov,"(None, None)"
Vitor Gamito,1970-04-21,66.0,1.83,Lisbon,14,1072,1361,573,37,1000000,1000000,1199,rider/vitor-gamito,"(-9.1365919, 38.7077507)"
Henok Mulubrhan,1999-11-11,60.0,1.76,Asmara,199,127,45,286,186,303,157,1000000,rider/henok-mulubrhan,"(38.9326763, 15.3389667)"
Joseba Beloki,1973-08-12,68.0,1.78,,152,3079,2360,676,1828,1000000,1000000,468,rider/joseba-beloki,"(None, None)"
Brandon McNulty,1998-04-02,69.0,1.83,Phoenix,496,941,934,106,1038,53,55,1736,rider/brandon-mcnulty,"(-112.074141, 33.4484367)"
Clément Jolibert,1995-05-23,60.0,1.7,Toulouse,0,4,6,28,2,1000000,1000000,1000000,rider/clement-jolibert,"(1.4442469, 43.6044622)"
Christophe Bassons,1974-06-10,74.0,1.86,Mazamet,194,96,300,310,22,1000000,1000000,1000000,rider/christophe-bassons,"(2.3764363, 43.4902317)"
Piotr Brożyna,1995-02-17,71.0,1.92,Zakopane,0,256,297,86,84,1074,1178,1000000,rider/piotr-brozyna,"(19.950659, 49.2969446)"
Jorge Arcas,1992-07-08,68.0,1.87,Sabiñánigo,117,175,49,23,134,505,1402,1000000,rider/jorge-arcas,"(-0.3647899, 42.518364)"
Bert De Backer,1984-04-02,73.0,1.83,Eeklo,741,189,1,681,16,1640,2492,1000000,rider/bert-de-backer,"(3.5665965, 51.1844827)"
Andrei Kivilev,1973-09-20,64.0,1.76,Taldykorgan,934,1377,167,856,808,1000000,1000000,1935,rider/andrei-kivilev,"(78.3791841, 45.0164138)"
Gerard Rue,1965-07-07,74.0,1.82,Romillé,1883,1796,441,1772,472,1000000,1000000,683,rider/gerard-rue,"(-1.89245, 48.2153539)"
Dylan Teuns,1992-03-01,64.0,1.81,Diest,1647,2162,465,658,2846,22,28,574,rider/dylan-teuns,"(5.052873496255041, 50.98456645)"
Wim Feys,1971-12-16,80.0,1.91,Ardooie,830,51,0,713,0,1000000,1000000,1000000,rider/wim-feys,"(3.2046502804624204, 50.97120755)"
Gil D'heygere,1998-03-30,76.0,1.84,Zulte,83,0,0,102,5,560,505,1000000,rider/gil-d-heygere,"(3.4753307227884638, 50.9401085)"
Rohan Dennis,1990-05-28,72.0,1.82,Adelaide,50,2743,6162,261,1358,120,113,214,rider/rohan-dennis,"(138.5999312, -34.9281805)"
Casper Pedersen,1996-03-15,74.0,1.86,Copenhagen,266,291,148,386,96,403,699,1000000,rider/casper-pedersen,"(12.5700724, 55.6867243)"
Jon Aberasturi,1989-03-28,69.0,1.73,Vitoria-Gasteiz,587,194,157,2650,368,290,885,1611,rider/jon-aberasturi,"(-2.6724025, 42.8465088)"
Michael Storer,1997-02-28,63.0,1.77,Perth,226,574,89,258,642,93,96,1000000,rider/michael-storer,"(115.8605801, -31.9558964)"
Dzianis Mazur,2000-04-19,78.0,1.89,,7,10,4,43,0,1603,947,1000000,rider/dzianis-mazur,"(None, None)"
Rick Nobel,1994-09-26,78.0,1.95,,0,31,0,51,0,1000000,1000000,1000000,rider/rick-nobel,"(None, None)"
Mamyr Stash,1993-05-04,77.0,1.86,Maykop,160,33,24,606,19,1169,809,1000000,rider/mamyr-stash,"(40.104053, 44.6062079)"
Claudio Chiappucci,1963-02-28,67.0,1.72,Uboldo,7163,6289,3539,5632,3276,1000000,1000000,79,rider/claudio-chiappucci,"(9.0033882, 45.6109052)"
Alex Edmondson,1993-12-22,75.0,1.84,Miri,172,147,427,300,106,528,672,1000000,rider/alexander-edmondson,"(113.9880255, 4.392739)"
Branko Huys,2001-01-10,77.0,1.92,Waasmunster,0,0,27,0,0,1513,1487,1000000,rider/branko-huys,"(4.0842158, 51.1097147)"
Xavier Cañellas,1997-03-16,66.0,1.75,Puigpunyent,89,23,1,146,2,1486,1256,1000000,rider/sanchez-canellas,"(2.528306, 39.6273152)"
Dubán Alberto Ramírez,1965-12-30,64.0,1.77,Medellin,110,33,222,99,8,1000000,1000000,1000000,rider/duban-alberto-ramirez,"(-75.573553, 6.2443382)"
Michel Dernies,1961-01-06,75.0,1.8,Nivelles,1720,572,171,1381,128,1000000,1000000,1391,rider/michel-dernies,"(4.3235854, 50.5976885)"
Marcus Culey,1993-11-15,69.0,1.82,Sydney,7,180,47,202,47,1000000,1000000,1000000,rider/marcus-culey,"(151.2082848, -33.8698439)"
Marcos Antonio Serrano,1972-09-08,63.0,1.74,Pontevedra,1143,2831,754,1058,1475,1000000,1000000,1056,rider/marcos-antonio-serrano,"(-8.4714942, 42.6075172)"
Vitor Zucco Schizzi,1997-09-12,62.0,1.8,,20,0,5,1,1,1000000,1000000,1000000,rider/vitor-zucco-schizzi,"(None, None)"
Antonio Di Sante,1993-09-25,62.0,1.8,Giulianova ,20,20,0,102,7,1000000,1000000,1000000,rider/antonio-di-sante,"(None, None)"
Corrado Serina,1975-04-24,73.0,1.8,Milan,28,23,1,108,1,1000000,1000000,1000000,rider/corrado-serina,"(9.1896346, 45.4641943)"
Luis-Joe Lührs,2003-01-20,66.0,1.79,München,16,0,0,4,0,1250,1585,1000000,rider/luis-joe-luhrs,"(11.5753822, 48.1371079)"
Maxime Bouet,1986-11-03,67.0,1.84,Belley,727,1524,397,856,956,339,454,2039,rider/maxime-bouet,"(5.6861466, 45.760758)"
Benoît Cosnefroy,1995-10-17,64.0,1.79,Cherbourg-en-Cotentin,2349,506,107,453,1018,20,12,715,rider/benoit-cosnefroy,"(-1.6249565, 49.6425343)"
Andžs Flaksis,1991-03-18,79.0,1.91,Priekule,96,66,138,151,4,1454,713,1000000,rider/andzs-flaksis,"(21.6006939, 56.4494915)"
Gabriele Colombo,1972-05-11,70.0,1.8,Varese,1263,1127,719,1102,401,1000000,1000000,946,rider/gabriele-colombo,"(8.754157594917665, 45.83971285)"
Dylan Kowalski,1994-01-26,67.0,1.78,Denain,16,36,9,106,0,2111,1805,1000000,rider/dylan-kowalski,"(3.3943729, 50.3270926)"
Jack Haig,1993-09-06,67.0,1.9,Southport,605,2287,268,178,2217,54,40,1621,rider/jack-haig,"(-3.0041751, 53.6475988)"
Tom-Jelte Slagter,1989-07-01,57.0,1.69,Groningen,1496,1293,223,430,1920,1000000,1000000,1349,rider/tom-jelte-slagter,"(6.5680077, 53.2190652)"
Eddy Mazzoleni,1973-07-29,67.0,1.81,Bergamo,2027,1291,616,1116,2317,1000000,1000000,1170,rider/eddy-mazzoleni,"(9.754219200862249, 45.7566557)"
Thijs de Lange,1994-11-25,58.0,1.75,Kattendijke,7,3,0,31,3,1917,2250,1000000,rider/thijs-de-lange,"(3.9441928, 51.5236573)"
Muhamad Zawawi Azman,1994-08-03,57.0,1.69,,13,57,25,80,24,1478,2032,1000000,rider/muhamad-zawawi-azman,"(None, None)"
Axel Laurance,2001-04-13,58.0,1.79,,0,4,38,13,29,943,1297,1000000,rider/axel-laurance,"(None, None)"
Julian Alaphilippe,1992-06-11,62.0,1.73,Saint-Amand-Montrond,5779,2376,1287,900,6438,8,8,98,rider/julian-alaphilippe,"(2.5046503, 46.7227062)"
Ian Garrison,1998-04-14,76.0,1.93,Decatur,15,82,147,91,15,1844,1000000,1000000,rider/ian-garrison,"(-88.9524151, 39.8454163)"
Thomas Degand,1986-05-13,63.0,1.76,Ronse,191,720,108,392,288,1000000,1000000,1000000,rider/thomas-degand,"(3.601447689906585, 50.7526199)"
Mauricio Moreira,1995-07-18,76.0,1.89,Salto,57,181,186,46,76,312,361,1000000,rider/mauricio-moreira,"(-47.2913682, -23.1989983)"
Frederiek Nolf,1987-02-10,68.0,1.84,Kuurne,34,4,1,83,0,1000000,1000000,1000000,rider/frederiek-nolf,"(3.273225848187743, 50.8598118)"
Andrea Di Renzo,1995-01-24,62.0,1.79,Lanciano ,10,32,0,10,14,1932,2686,1000000,rider/andrea-di-renzo,"(None, None)"
Geoffrey Bouchard,1992-04-01,63.0,1.77,Dijon,131,525,10,38,604,142,202,1000000,rider/geoffrey-bouchard,"(5.0414701, 47.3215806)"
Ivan Gotti,1969-03-28,65.0,1.73,San Pellegrino Terme,817,2527,702,1063,1571,1000000,1000000,687,rider/ivan-gotti,"(9.6647313, 45.8386307)"
Timmy De Boes,1981-12-22,83.0,1.91,Sint-Niklaas,0,0,0,119,0,2159,1000000,1000000,rider/timmy-de-boes,"(4.1395124, 51.1646685)"
Davide Piganzoli,2002-07-08,61.0,1.74,,2,3,0,3,6,1885,1293,1000000,rider/davide-piganzoli,"(None, None)"
Luca Pacioni,1993-08-13,67.0,1.75,Gatteo,108,53,98,1245,48,2046,2884,1000000,rider/luca-pacioni,"(12.386042, 44.109466)"
Romain Bardet,1990-11-09,65.0,1.84, Brioude,2630,5446,357,348,7274,55,75,335,rider/romain-bardet,"(None, None)"
Maciej Bodnar,1985-03-07,77.0,1.86,Oława,303,841,3395,171,68,480,541,1633,rider/maciej-bodnar,"(17.290269769664455, 50.95709295)"
Amaury Capiot,1993-06-25,69.0,1.87,Tongeren,1587,178,10,1652,348,96,88,1000000,rider/amaury-capiot,"(5.4639172, 50.7806267)"
Shane Archbold,1989-02-02,79.0,1.82,Timaru,291,131,63,694,97,1583,1982,1000000,rider/shane-archbold,"(171.2509786, -44.3930254)"
Juri Hollmann,1999-08-30,70.0,1.85,Berlin,51,59,135,3,26,796,1479,1000000,rider/juri-hollmann,"(13.3888599, 52.5170365)"
Tobias Kongstad,1996-09-14,72.0,1.89,Copenhagen,40,12,0,70,4,1652,1186,1000000,rider/tobias-kongstad,"(12.5700724, 55.6867243)"
Igor González de Galdeano,1973-11-01,73.0,1.85,Vitoria-Gasteiz,188,2609,2859,922,903,1000000,1000000,693,rider/igor-gonzalez-de-galdeano,"(-2.6724025, 42.8465088)"
Rémi Cavagna,1995-08-10,78.0,1.86,Clermont-Ferrand,353,609,1743,182,360,363,336,1588,rider/remi-cavagna,"(3.0819427, 45.7774551)"
Laurence Pithie,2002-07-17,69.0,1.87,Christchurch,72,43,20,174,21,523,342,1000000,rider/laurence-pithie,"(172.6366455, -43.530955)"
Laurent Jalabert,1968-11-30,66.0,1.76,Mazamet,7576,8352,7103,13844,3244,1000000,1000000,9,rider/laurent-jalabert,"(2.3764363, 43.4902317)"
Jan Karlsson,1966-02-08,75.0,1.85,Falköping,11,45,699,43,0,1000000,1000000,1000000,rider/jan-karlsson-2,"(13.516667, 58.2)"
Sam Bewley,1987-07-22,81.0,1.9,Rotorua,30,236,320,77,2,1458,3286,1000000,rider/sam-bewley,"(176.252922, -38.1381493)"
Philippe Gaumont,1973-02-22,77.0,1.86,Amiens,606,606,1252,1070,71,1000000,1000000,1257,rider/philippe-gaumont,"(2.2956951, 49.8941708)"
Kléber Ramos,1985-08-24,65.0,1.67,João Pessoa,47,94,6,682,95,1258,950,1000000,rider/kleber-ramos,"(-34.882028, -7.1215981)"
Henri Uhlig,2001-08-01,69.0,1.8,Regensburg,15,0,43,33,5,1131,1169,1000000,rider/henri-uhlig,"(12.0974869, 49.0195333)"
Mick van Dijke,2000-03-15,74.0,1.9,Colijnsplaat,53,182,90,141,48,216,209,1000000,rider/mick-van-dijke,"(3.8473503, 51.5999062)"
Nick van der Meer,1993-07-25,82.0,1.9,,8,18,3,70,2,949,1091,1000000,rider/nick-van-der-meer,"(None, None)"
Isaac Gálvez,1975-05-20,68.0,1.78,Vilanova i la Geltrú,678,50,30,1966,155,1000000,1000000,1364,rider/isaac-galvez-lopez,"(1.7256327, 41.2241992)"
Boy van Poppel,1988-01-18,78.0,1.86,Utrecht,874,347,80,1782,72,598,586,1000000,rider/boy-van-poppel,"(5.12768396945229, 52.080985600000005)"
Simon Clarke,1986-07-18,63.0,1.75, Melbourne,1989,1435,134,1378,2166,159,132,1009,rider/simon-clarke,"(None, None)"
Jan Schur,1962-11-27,73.0,1.8,Leipzig,333,237,290,611,2,1000000,1000000,1000000,rider/jan-schur,"(12.3747329, 51.3406321)"
Tom Lindner,2001-08-29,71.0,1.84,Zwickau,8,24,0,32,18,855,1236,1000000,rider/tom-lindner,"(12.4939267, 50.7185043)"
Julien Morice,1991-07-20,81.0,1.91,Vannes,75,33,103,26,0,1024,1880,1000000,rider/julien-morice,"(-2.7599079, 47.6586772)"
Cyril Lemoine,1983-03-03,73.0,1.82,Tours,739,828,956,1007,119,937,1919,1000000,rider/cyril-lemoine,"(0.6889268, 47.3900474)"
Jakub Otruba,1998-01-30,75.0,1.9,Olomouc,24,129,49,80,72,771,670,1000000,rider/jakub-otruba,"(17.251143, 49.5940567)"
José Alberto Martinez,1975-09-10,67.0,1.76,San Sebastián,230,1780,1520,766,234,1000000,1000000,1221,rider/jose-alberto-martinez,"(-1.9838889, 43.3224219)"
Viatcheslav Djavanian,1969-04-05,64.0,1.76,Gyumri,351,283,197,711,54,1000000,1000000,1000000,rider/viatcheslav-djavanian,"(43.84050982233519, 40.78027735)"
Marino Alonso,1965-11-16,70.0,1.81,Zamora,475,884,615,1011,52,1000000,1000000,1138,rider/marino-alonso,"(-5.942315018340977, 41.6857693)"
Marco Mathis,1994-04-07,71.0,1.86,Tettnang,59,54,174,71,2,1000000,1000000,1000000,rider/marco-mathis,"(9.5891158, 47.6716558)"
Hamid Pourhashemi,1990-06-03,64.0,1.78,Sanandaj,22,151,28,94,99,1000000,2211,1000000,rider/hamid-pourhashemi,"(46.9978639, 35.3126047)"
Jambaljamts Sainbayar,1996-09-04,60.0,1.72,Ulaanbaatar,169,158,72,174,86,401,194,1000000,rider/jambaljamts-sainbayar,"(106.9177016, 47.9184676)"
